Hướng nhà,Hướng ban công,Loại tin,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường,Số Căn Hộ,Chủ Đầu Tư,Trạng Thái,Full_Address,Latitude,Longitude
,,Tin thường,"(64.577, 83.769]",68.0,5.08,7.5,2024-10-19,4.0,4.0,quận 3,153900.0,trương quyền,,cá nhân/môi giới,Đã bàn giao,"trương quyền, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
Tây - Nam,Tây - Nam,Tin thường,"(26.192, 45.385]",36.0,7.7,21.4,2024-10-24,3.0,3.0,phú nhuận,124477.19298245614,,,cá nhân/môi giới,Đã bàn giao,", phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(64.577, 83.769]",75.6,4.38,5.8,2024-10-19,4.0,5.0,tân bình,68500.0,nguyễn phúc chu,,cá nhân/môi giới,Đã bàn giao,"nguyễn phúc chu, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(26.192, 45.385]",40.0,4.7,11.8,2024-10-24,4.0,5.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(45.385, 64.577]",59.2,2.71,4.6,2024-10-24,2.0,2.0,quận 9,59327.65113974232,,,Tập đoàn Vingroup,Sắp bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(64.577, 83.769]",78.0,2.9,3.7,2024-10-24,2.0,2.0,tân phú,97200.0,âu cơ,,Công ty TNHH BĐS Đông Phương Phát,Đã bàn giao,"âu cơ, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
,Nam,Tin thường,"(179.731, 198.923]",190.0,12.0,6.3,2024-10-22,2.0,2.0,quận 2,66200.0,nguyễn thị định,,Công ty CP Đầu tư Bất Động Sản Rio Land,Bàn giao tháng 4/2022,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(83.769, 102.962]",95.0,7.98,8.4,2024-10-24,5.0,5.0,quận 1,266400.0,nguyễn công trứ,,cá nhân/môi giới,Đã bàn giao,"nguyễn công trứ, quận 1, Hồ Chí Minh, Vietnam",10.769608,106.702818
,,Tin thường,"(64.577, 83.769]",65.0,1.7,2.6,2024-10-24,2.0,3.0,bình chánh,36500.0,vĩnh lộc,,cá nhân/môi giới,Đã bàn giao,"vĩnh lộc, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(64.577, 83.769]",81.0,8.0,9.9,2024-10-24,4.0,3.0,tân bình,117900.0,bình giã,,cá nhân/môi giới,Đã bàn giao,"bình giã, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Bắc,,Tin thường,"(83.769, 102.962]",99.0,6.0,6.1,2024-10-24,2.0,2.0,quận 7,129600.0,đường n,,Novaland Group,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông - Bắc,Tây - Nam,Tin thường,"(26.192, 45.385]",38.0,1.0,2.6,2024-10-24,1.0,1.0,quận 8,61566.66666666666,bình đông,445.0,Công ty CP Đầu Tư Căn Nhà Mơ Ước,Đang cập nhật tiến độ,"bình đông, quận 8, Hồ Chí Minh, Vietnam",10.728585,106.64079
,,Tin thường,"(45.385, 64.577]",48.0,5.5,11.5,2024-10-24,4.0,1.0,quận 7,119500.0,đường c,,cá nhân/môi giới,Đã bàn giao,"đường c, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",114.0,1.28,1.1,2024-10-24,4.0,1.0,củ chi,11000.0,trần văn chẩm,,cá nhân/môi giới,Đã bàn giao,"trần văn chẩm, củ chi, Hồ Chí Minh, Vietnam",10.973198,106.494733
Tây,Tây,Tin thường,"(6.75, 26.192]",22.0,5.3,24.1,2024-10-24,3.0,1.0,quận 10,89300.0,hồ thị kỷ,,cá nhân/môi giới,Đã bàn giao,"hồ thị kỷ, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin thường,"(218.115, 237.308]",230.0,17.0,7.4,2024-10-24,6.0,3.0,quận 12,33350.0,tô ngọc vân,,cá nhân/môi giới,Đã bàn giao,"tô ngọc vân, quận 12, Hồ Chí Minh, Vietnam",10.861721,106.661096
,,Tin thường,"(45.385, 64.577]",62.0,5.6,9.0,2024-10-24,3.0,3.0,tân phú,121500.0,tân sơn nhì,,cá nhân/môi giới,Đã bàn giao,"tân sơn nhì, tân phú, Hồ Chí Minh, Vietnam",10.798443,106.631692
,,Tin thường,"(122.154, 141.346]",137.0,9.3,6.8,2024-10-24,3.0,2.0,quận 7,125600.0,đường 10,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường 10, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",63.0,2.3,3.7,2024-10-24,2.0,2.0,tân phú,71300.0,lý thánh tông,,Công ty TNHH Đầu tư - Xây dựng - Thương mại Địa ốc Quang Thái,Đã bàn giao,"lý thánh tông, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
Tây - Nam,Tây - Nam,Tin thường,"(6.75, 26.192]",22.0,4.9,22.3,2024-10-24,3.0,1.0,quận 10,89300.0,hồ thị kỷ,,cá nhân/môi giới,Đã bàn giao,"hồ thị kỷ, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin thường,"(102.962, 122.154]",105.6,12.0,11.4,2024-10-24,3.0,1.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty CP Kiến Á,Đã bàn giao,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(64.577, 83.769]",83.0,6.7,8.1,2024-10-23,3.0,2.0,quận 7,129600.0,đường n,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",60.0,2.99,5.0,2024-10-24,2.0,1.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư Nam Long,Đang mở bán,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Tây,,Tin thường,"(198.923, 218.115]",206.7,12.1,5.9,2024-10-24,2.0,1.0,thủ đức,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
,,Tin thường,"(83.769, 102.962]",93.0,7.0,7.5,2024-10-24,2.0,3.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư Nam Long,Đang mở bán,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Đông - Bắc,Tây - Nam,Tin thường,"(102.962, 122.154]",112.0,9.6,8.6,2024-10-24,2.0,2.0,quận 2,59327.65113974232,,1275.0,Kusto Home,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Bắc,Tây,Tin thường,"(160.538, 179.731]",164.0,33.2,20.2,2024-10-24,3.0,2.0,quận 2,59327.65113974232,,1275.0,Kusto Home,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Nam,Đông - Nam,Tin thường,"(141.346, 160.538]",151.0,5.5,3.6,2024-10-24,2.0,3.0,quận 8,76933.33333333333,phạm thế hiển,,Công ty CP Xây dựng Phước Thành,đã bàn giao,"phạm thế hiển, quận 8, Hồ Chí Minh, Vietnam",10.743402,106.671015
,,Tin thường,"(64.577, 83.769]",73.0,10.79,14.8,2024-10-24,5.0,3.0,tân bình,90900.0,ba vân,,cá nhân/môi giới,Đã bàn giao,"ba vân, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(6.75, 26.192]",25.0,0.81,3.2,2024-10-24,1.0,1.0,quận 8,61907.186544342505,,,cá nhân/môi giới,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(64.577, 83.769]",72.0,12.0,16.7,2024-10-24,1.0,1.0,quận 6,92683.33333333333,,,cá nhân/môi giới,Đã bàn giao,", quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
,,Tin thường,"(83.769, 102.962]",84.0,7.0,8.3,2024-10-24,4.0,5.0,nhà bè,57000.0,huỳnh tấn phát,,cá nhân/môi giới,Đã bàn giao,"huỳnh tấn phát, nhà bè, Hồ Chí Minh, Vietnam",10.736037,106.731316
Đông - Nam,Đông - Nam,Tin thường,"(45.385, 64.577]",52.0,3.5,6.7,2024-10-24,3.0,2.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(122.154, 141.346]",126.0,26.0,20.6,2024-10-24,4.0,5.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Nam,,Tin thường,"(102.962, 122.154]",106.0,4.6,4.3,2024-10-24,4.0,5.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(122.154, 141.346]",125.0,16.0,12.8,2024-10-23,5.0,6.0,quận 7,72900.0,trần trọng cung,,Công ty CP Đầu tư Nam Long,Đang cập nhật tiến độ,"trần trọng cung, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",80.0,33.0,41.2,2024-10-24,4.0,4.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(198.923, 218.115]",200.0,39.0,19.5,2024-10-21,4.0,4.0,quận 2,59327.65113974232,,,Tổng công ty Địa ốc Sài Gòn Resco,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(141.346, 160.538]",145.0,45.0,31.0,2024-10-23,4.0,4.0,quận 2,77000.0,cao đức lân,,cá nhân/môi giới,Đã bàn giao,"cao đức lân, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(45.385, 64.577]",62.0,6.5,10.5,2024-10-24,5.0,6.0,phú nhuận,124477.19298245614,,,cá nhân/môi giới,Đã bàn giao,", phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(102.962, 122.154]",120.0,5.8,4.8,2024-10-24,3.0,2.0,bình chánh,25803.571428571428,,,cá nhân/môi giới,Đã bàn giao,", bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(141.346, 160.538]",150.0,23.0,15.3,2024-10-24,3.0,2.0,phú nhuận,175600.0, phan xích long,,cá nhân/môi giới,Đã bàn giao," phan xích long, phú nhuận, Hồ Chí Minh, Vietnam",10.79844,106.687962
Tây,,Tin thường,"(83.769, 102.962]",85.0,17.2,20.2,2024-10-24,3.0,2.0,tân phú,129600.0,lũy bán bích,,cá nhân/môi giới,Đã bàn giao,"lũy bán bích, tân phú, Hồ Chí Minh, Vietnam",10.7771,106.634947
,,Tin thường,"(122.154, 141.346]",129.0,13.0,10.1,2024-10-24,4.0,4.0,bình tân,80450.0,tên lửa,,cá nhân/môi giới,Đã bàn giao,"tên lửa, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(45.385, 64.577]",56.0,4.7,8.4,2024-10-24,4.0,4.0,bình tân,45781.513083048914,,,cá nhân/môi giới,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(64.577, 83.769]",76.0,9.89,13.0,2024-10-24,4.0,4.0,phú nhuận,78200.0,hoàng hoa thám,,cá nhân/môi giới,Đã bàn giao,"hoàng hoa thám, phú nhuận, Hồ Chí Minh, Vietnam",10.798599,106.64623
,,Tin thường,"(64.577, 83.769]",67.5,3.35,5.0,2024-10-24,4.0,5.0,phú nhuận,173300.0,huỳnh văn bánh,,cá nhân/môi giới,Đã bàn giao,"huỳnh văn bánh, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(64.577, 83.769]",83.0,17.5,21.1,2024-10-21,6.0,6.0,tân phú,129600.0,lũy bán bích,,cá nhân/môi giới,Đã bàn giao,"lũy bán bích, tân phú, Hồ Chí Minh, Vietnam",10.7771,106.634947
,,Tin thường,"(179.731, 198.923]",180.0,32.0,17.8,2024-10-24,6.0,6.0,quận 10,161700.0,lê hồng phong,,cá nhân/môi giới,Đã bàn giao,"lê hồng phong, quận 10, Hồ Chí Minh, Vietnam",10.765534,106.675195
,,Tin thường,"(45.385, 64.577]",60.0,5.2,8.7,2024-10-24,2.0,2.0,quận 12,46800.0,huỳnh thị hai,,cá nhân/môi giới,Đã bàn giao,"huỳnh thị hai, quận 12, Hồ Chí Minh, Vietnam",10.861721,106.661096
Tây - Nam,Đông - Nam,Tin thường,"(160.538, 179.731]",177.0,12.25,6.9,2024-10-09,4.0,3.0,quận 7,93150.0,huỳnh tấn phát,,Công ty TNHH Keppel Land Việt Nam,Đang cập nhật tiến độ,"huỳnh tấn phát, quận 7, Hồ Chí Minh, Vietnam",10.736037,106.731316
,,Tin thường,"(64.577, 83.769]",80.0,17.5,21.9,2024-10-24,5.0,5.0,quận 2,77000.0,cao đức lân,,Tổng công ty Địa ốc Sài Gòn Resco,Đã bàn giao,"cao đức lân, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(122.154, 141.346]",133.0,6.2,4.7,2024-10-24,8.0,8.0,thủ đức,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
,,Tin thường,"(64.577, 83.769]",72.0,4.8,6.7,2024-10-24,8.0,8.0,thủ đức,42950.0,đường số 4,,cá nhân/môi giới,Đã bàn giao,"đường số 4, thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
Đông,Tây - Bắc,Tin thường,"(83.769, 102.962]",85.0,7.5,8.8,2024-10-24,2.0,2.0,quận 2,59327.65113974232,,1127.0,CapitaLand Development (Việt Nam),Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",70.0,16.0,22.9,2024-10-24,5.0,5.0,tân bình,169400.0,lê minh xuân,,cá nhân/môi giới,Đã bàn giao,"lê minh xuân, tân bình, Hồ Chí Minh, Vietnam",10.786747,106.51952
,,Tin thường,"(64.577, 83.769]",70.0,4.95,7.1,2024-10-24,2.0,2.0,quận 7,129600.0,đường n,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",58.0,4.5,7.8,2024-10-24,2.0,1.0,quận 3,323200.0,nam kỳ khởi nghĩa,300.0,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),Đã bàn giao,"nam kỳ khởi nghĩa, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin thường,"(102.962, 122.154]",107.0,1.32,1.2,2024-10-24,2.0,3.0,hóc môn,40000.0,lê thị hà,,cá nhân/môi giới,Đã bàn giao,"lê thị hà, hóc môn, Hồ Chí Minh, Vietnam",10.887474,106.592002
,,Tin thường,"(64.577, 83.769]",72.0,6.2,8.6,2024-10-24,2.0,2.0,quận 3,323200.0,nam kỳ khởi nghĩa,300.0,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),Đã bàn giao,"nam kỳ khởi nghĩa, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
Đông - Bắc,,Tin thường,"(102.962, 122.154]",119.0,23.5,19.7,2024-10-24,3.0,3.0,quận 10,100000.0,hương giang,,cá nhân/môi giới,Đã bàn giao,"hương giang, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin thường,"(83.769, 102.962]",85.0,5.3,6.2,2024-10-24,3.0,3.0,quận 2,59327.65113974232,,,Công ty CP Đầu tư và Dịch vụ Tp.HCM - Invesco,Đang cập nhật tiến độ,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",76.0,3.76,4.9,2024-10-24,2.0,2.0,quận 7,129600.0,đường n,,Công ty CP Quốc Cường Gia Lai,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",106.0,3.0,2.8,2024-10-24,2.0,2.0,quận 9,55900.0,hoàng hữu nam,,cá nhân/môi giới,Đã bàn giao,"hoàng hữu nam, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(83.769, 102.962]",85.0,3.5,4.1,2024-10-24,3.0,2.0,tân phú,121500.0,tân sơn nhì,,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,Đã bàn giao,"tân sơn nhì, tân phú, Hồ Chí Minh, Vietnam",10.798443,106.631692
,,Tin thường,"(122.154, 141.346]",139.0,34.0,24.5,2024-10-24,3.0,2.0,tân bình,101933.79629629629,,,cá nhân/môi giới,Đã bàn giao,", tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(102.962, 122.154]",120.0,10.4,8.7,2024-10-24,5.0,5.0,nhà bè,57000.0,huỳnh tấn phát,,Đang cập nhật,Đã bàn giao,"huỳnh tấn phát, nhà bè, Hồ Chí Minh, Vietnam",10.736037,106.731316
,,Tin thường,"(26.192, 45.385]",41.0,4.2,10.2,2024-10-24,3.0,4.0,quận 8,85900.0,dạ nam,,cá nhân/môi giới,Đã bàn giao,"dạ nam, quận 8, Hồ Chí Minh, Vietnam",10.768206,106.696476
,,Tin thường,"(6.75, 26.192]",22.0,4.2,19.1,2024-10-24,3.0,3.0,quận 1,278700.0,phạm ngũ lão,,cá nhân/môi giới,Đã bàn giao,"phạm ngũ lão, quận 1, Hồ Chí Minh, Vietnam",10.76757,106.690463
,,Tin thường,"(45.385, 64.577]",60.0,7.89,13.2,2024-10-24,3.0,4.0,bình tân,93050.0,kinh dương vương,,cá nhân/môi giới,Đã bàn giao,"kinh dương vương, bình tân, Hồ Chí Minh, Vietnam",10.728363,106.60768
,,Tin thường,"(83.769, 102.962]",101.0,14.4,14.3,2024-10-21,3.0,2.0,quận 2,59327.65113974232,,2.0,Công ty CP Ðịa ốc Thảo Ðiền,Đang mở bán,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Bắc,Đông - Bắc,Tin thường,"(64.577, 83.769]",83.0,7.5,9.0,2024-10-24,4.0,5.0,quận 8,40500.0,mai hắc đế,,cá nhân/môi giới,Đã bàn giao,"mai hắc đế, quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
Nam,Bắc,Tin thường,"(64.577, 83.769]",73.0,2.9,4.0,2024-10-29,2.0,1.0,quận 9,59327.65113974232,,1720.0,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,3/2024: Đang bán tòa Hybrid,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(198.923, 218.115]",200.0,42.0,21.0,2024-10-26,4.0,5.0,quận 7,145800.0,nguyễn thị thập,,Công ty Cổ phần Him Lam,Đã bàn giao,"nguyễn thị thập, quận 7, Hồ Chí Minh, Vietnam",10.737176,106.72516
Đông - Nam,,Tin thường,"(83.769, 102.962]",85.0,12.0,14.1,2024-10-26,4.0,5.0,quận 7,40233.333333333336,đào trí,1497.0,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đã bàn giao,"đào trí, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(83.769, 102.962]",88.0,11.5,13.1,2024-10-29,7.0,8.0,tân phú,89900.0,khuông việt,,cá nhân/môi giới,Đã bàn giao,"khuông việt, tân phú, Hồ Chí Minh, Vietnam",10.76737,106.694404
,,Tin thường,"(83.769, 102.962]",100.0,22.0,22.0,2024-10-24,4.0,5.0,quận 7,80628.373015873,,,Công ty Cổ phần Him Lam,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Bắc,Đông - Nam,Tin thường,"(83.769, 102.962]",89.42,7.95,8.9,2024-10-29,3.0,2.0,quận 9,59327.65113974232,,,Masterise Homes,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Nam,Đông - Nam,Tin thường,"(141.346, 160.538]",150.0,25.5,17.0,2024-10-16,3.0,3.0,quận 2,132000.0,mai chí thọ,,Công ty TNHH Keppel Land Việt Nam,"Đã bàn giao phân khu Linden, Tilia, Cove","mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(122.154, 141.346]",126.0,18.5,14.7,2024-10-23,5.0,6.0,quận 7,56700.0,hoàng quốc việt,,Công ty CP Vạn Phát Hưng,Đã bàn giao,"hoàng quốc việt, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(83.769, 102.962]",100.0,2.44,2.4,2024-10-24,5.0,6.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(64.577, 83.769]",75.0,3.2,4.3,2024-10-24,2.0,2.0,bình tân,86800.0,võ văn kiệt,5000.0,Công ty CP Đầu tư Nam Long,11/2023: cất nóc 4 tòa tháp Akari City giai đoạn 2,"võ văn kiệt, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(102.962, 122.154]",118.0,6.2,5.3,2024-10-21,2.0,2.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(160.538, 179.731]",179.5,29.5,16.4,2024-10-24,3.0,2.0,quận 7,80200.0,lâm văn bền,,cá nhân/môi giới,Đã bàn giao,"lâm văn bền, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",76.0,2.4,3.2,2024-10-24,3.0,2.0,thủ đức,64800.0,hiệp bình,1603.0,Tập đoàn Đất Xanh,Đã bàn giao,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
Bắc,Bắc,Tin thường,"(83.769, 102.962]",91.0,8.3,9.1,2024-10-24,3.0,3.0,quận 7,129600.0,đường n,,cá nhân/môi giới,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",103.0,19.5,18.9,2024-10-24,3.0,3.0,quận 7,80628.373015873,,,cá nhân/môi giới,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",110.0,7.5,6.8,2024-10-24,3.0,2.0,phú nhuận,272200.0,nguyễn văn trỗi,277.0,Novaland Group,Đã bàn giao,"nguyễn văn trỗi, phú nhuận, Hồ Chí Minh, Vietnam",10.796966,106.673308
,,Tin thường,"(102.962, 122.154]",113.0,43.0,38.1,2024-10-24,3.0,2.0,quận 7,145800.0,nguyễn thị thập,,cá nhân/môi giới,Đã bàn giao,"nguyễn thị thập, quận 7, Hồ Chí Minh, Vietnam",10.737176,106.72516
Tây - Bắc,,Tin thường,"(83.769, 102.962]",90.0,4.45,4.9,2024-10-29,2.0,1.0,quận 9,55100.0,tăng nhơn phú ,,cá nhân/môi giới,Đã bàn giao,"tăng nhơn phú , quận 9, Hồ Chí Minh, Vietnam",10.837135,106.781191
,,Tin thường,"(64.577, 83.769]",82.0,13.2,16.1,2024-10-24,2.0,1.0,quận 2,59327.65113974232,,468.0,Đang cập nhật,Đã bán hết,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",71.0,2.9,4.1,2024-10-24,2.0,2.0,bình tân,45781.513083048914,,,Công ty CP Tập đoàn Hưng Thịnh,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(45.385, 64.577]",48.0,6.7,14.0,2024-10-24,2.0,2.0,tân bình,101933.79629629629,,,cá nhân/môi giới,Đã bàn giao,", tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(83.769, 102.962]",88.0,4.1,4.7,2024-10-24,2.0,2.0,quận 10,176500.0,thành thái,420.0,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Đã bàn giao,"thành thái, quận 10, Hồ Chí Minh, Vietnam",10.754936,106.67939
,,Tin thường,"(64.577, 83.769]",72.0,5.8,8.1,2024-10-22,2.0,2.0,quận 2,132000.0,võ nguyên giáp,,Masterise Homes,Đã bàn giao,"võ nguyên giáp, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(102.962, 122.154]",122.0,32.8,26.9,2024-10-24,2.0,2.0,phú nhuận,227600.0,hoàng văn thụ,,cá nhân/môi giới,Đã bàn giao,"hoàng văn thụ, phú nhuận, Hồ Chí Minh, Vietnam",10.801055,106.664486
